customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,first_purchase_date,last_purchase_date,region,loyalty_member,total_purchases,total_spent,avg_purchase_value,visits_2023,has_escalation,escalation_reason,customer_rating,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Customer_Segment
2268,2024-03-26,ONLINE,15,0.39,234.59,2024-03-26,2024-10-08,Online,True,8,202.46,25.31,12,False,,5.0,85,8,202.46,5,2,1,521,Potential Loyalists (Tiềm năng)
2269,2023-06-22,YYC-SE,10,0.2,128.15,2023-06-22,2024-02-26,Calgary SE,False,15,554.76,36.98,8,True,Billing Error,3.02,310,15,554.76,3,2,2,322,Need Attention (Cần chú ý)
2270,2020-10-04,YYC-SE,6,0.2,187.76,2020-10-04,2021-12-16,Calgary SE,False,27,1413.7,52.36,3,False,,4.35,1112,27,1413.7,1,3,3,133,At Risk (Nguy cơ rời bỏ)
2271,2022-04-19,ONLINE,10,0.41,82.62,2022-04-19,2022-12-09,Online,False,27,835.12,30.93,9,False,,3.95,754,27,835.12,2,3,2,232,At Risk (Nguy cơ rời bỏ)
2272,2023-10-30,YYC-DT,17,0.19,131.19,2023-10-30,2024-05-24,Calgary Downtown,False,16,940.41,58.78,18,False,,3.73,222,16,940.41,4,3,3,433,Loyal Customers (Trung thành)
2273,2019-02-02,YYC-NW,11,0.28,250.97,2019-02-02,2024-04-11,Calgary NW,False,58,2246.02,38.72,10,False,,3.68,265,58,2246.02,4,5,4,454,Elite Shoppers (VVIP)
2274,2023-11-01,YYC-DT,16,0.09,66.45,2023-11-01,2024-04-30,Calgary Downtown,False,20,512.46,25.62,15,False,,3.57,246,20,512.46,4,3,2,432,Loyal Customers (Trung thành)
2275,2023-09-04,YYC-NW,4,0.27,146.06,2023-09-04,2024-07-04,Calgary NW,False,4,356.83,89.21,2,False,,4.11,181,4,356.83,4,1,1,411,Potential Loyalists (Tiềm năng)
2276,2022-12-11,YYC-NW,16,0.14,340.21,2022-12-11,2023-11-16,Calgary NW,True,26,2104.54,80.94,12,False,,4.17,412,26,2104.54,3,3,4,334,Loyal Customers (Trung thành)
2277,2024-03-27,YYC-NW,10,0.19,132.55,2024-03-27,2024-12-12,Calgary NW,False,6,520.56,86.76,6,False,,4.16,20,6,520.56,5,1,2,512,Potential Loyalists (Tiềm năng)
2278,2024-02-24,YYC-DT,19,0.15,79.72,2024-02-24,2024-12-01,Calgary Downtown,False,11,887.48,80.68,16,False,,3.52,31,11,887.48,5,2,3,523,Potential Loyalists (Tiềm năng)
2279,2020-04-06,YYC-SE,12,0.27,68.8,2020-04-06,2022-06-23,Calgary SE,True,53,4192.85,79.11,6,False,,4.55,923,53,4192.85,1,5,5,155,At Risk (Nguy cơ rời bỏ)
2280,2021-08-19,ONLINE,13,0.27,269.66,2021-08-19,2022-03-21,Online,False,33,2027.42,61.44,14,False,,4.08,1017,33,2027.42,1,4,4,144,At Risk (Nguy cơ rời bỏ)
2281,2019-12-09,YYC-DT,11,0.52,61.54,2019-12-09,2023-02-06,Calgary Downtown,False,52,4145.68,79.72,12,False,,4.13,695,52,4145.68,2,5,5,255,At Risk (Nguy cơ rời bỏ)
2282,2022-07-06,YYC-NW,7,0.26,333.65,2022-07-06,2022-11-15,Calgary NW,True,13,491.11,37.78,7,False,,4.79,778,13,491.11,2,2,2,222,Need Attention (Cần chú ý)
2283,2019-12-12,ONLINE,13,0.33,188.42,2019-12-12,2021-01-17,Online,False,62,3134.03,50.55,10,True,Website Issue,3.07,1445,62,3134.03,1,5,5,155,At Risk (Nguy cơ rời bỏ)
2284,2019-03-20,YYC-DT,12,0.27,153.91,2019-03-20,2024-02-05,Calgary Downtown,False,76,2287.44,30.1,9,False,,4.02,331,76,2287.44,3,5,4,354,Loyal Customers (Trung thành)
2285,2023-01-13,YYC-DT,2,0.09,244.64,2023-01-13,2024-08-07,Calgary Downtown,False,3,112.88,37.63,1,False,,4.04,147,3,112.88,4,1,1,411,Potential Loyalists (Tiềm năng)
2286,2021-04-30,YYC-SE,11,0.39,529.99,2021-04-30,2023-03-05,Calgary SE,False,31,1212.47,39.11,13,True,Rude Staff,3.42,668,31,1212.47,2,4,3,243,At Risk (Nguy cơ rời bỏ)
2287,2019-10-03,YYC-DT,15,0.25,237.22,2019-10-03,2023-11-30,Calgary Downtown,True,74,2767.82,37.4,8,False,,4.65,398,74,2767.82,3,5,4,354,Loyal Customers (Trung thành)
2288,2020-08-23,YYC-DT,13,0.37,64.5,2020-08-23,2022-06-24,Calgary Downtown,True,57,2036.23,35.72,11,True,Billing Error,3.7,922,57,2036.23,1,5,4,154,At Risk (Nguy cơ rời bỏ)
2289,2024-02-11,YYC-DT,9,0.31,12.71,2024-02-11,2024-05-16,Calgary Downtown,False,7,631.33,90.19,8,False,,3.72,230,7,631.33,4,1,2,412,Potential Loyalists (Tiềm năng)
2290,2022-04-25,YYC-NW,7,0.08,301.36,2022-04-25,2023-06-09,Calgary NW,False,15,416.73,27.78,8,True,Rude Staff,3.39,572,15,416.73,2,2,2,222,Need Attention (Cần chú ý)
2291,2023-10-27,YYC-SE,17,0.62,169.81,2023-10-27,2024-10-01,Calgary SE,False,16,527.94,33.0,18,False,,4.39,92,16,527.94,5,3,2,532,Loyal Customers (Trung thành)
2292,2023-12-26,ONLINE,9,0.06,132.78,2023-12-26,2024-10-14,Online,False,9,465.86,51.76,8,True,Website Issue,3.56,79,9,465.86,5,2,2,522,Potential Loyalists (Tiềm năng)
2293,2021-07-07,ONLINE,15,0.36,104.77,2021-07-07,2024-04-15,Online,False,46,2652.99,57.67,12,False,,3.99,261,46,2652.99,4,4,4,444,Elite Shoppers (VVIP)
2294,2024-07-25,YYC-SE,9,0.24,98.2,2024-07-25,2024-12-07,Calgary SE,False,3,240.82,80.27,9,False,,3.99,25,3,240.82,5,1,1,511,Potential Loyalists (Tiềm năng)
2295,2022-01-31,YYC-DT,13,0.51,99.18,2022-01-31,2023-02-03,Calgary Downtown,True,33,2158.39,65.41,10,False,,4.82,698,33,2158.39,2,4,4,244,At Risk (Nguy cơ rời bỏ)
2296,2021-10-19,YYC-DT,9,0.06,128.56,2021-10-19,2022-04-18,Calgary Downtown,False,24,694.45,28.94,7,False,,3.74,989,24,694.45,1,3,2,132,At Risk (Nguy cơ rời bỏ)
2297,2022-04-10,YYC-DT,3,0.32,97.95,2022-04-10,2023-01-03,Calgary Downtown,False,6,349.67,58.28,2,True,Damaged Book,3.59,729,6,349.67,2,1,1,211,Need Attention (Cần chú ý)
2298,2023-07-26,ONLINE,5,0.24,274.63,2023-07-26,2023-11-11,Online,False,7,231.28,33.04,5,False,,3.44,417,7,231.28,3,1,1,311,Need Attention (Cần chú ý)
2299,2022-04-17,YYC-DT,2,0.34,218.04,2022-04-17,2022-09-29,Calgary Downtown,False,4,164.11,41.03,2,False,,3.79,825,4,164.11,2,1,1,211,Need Attention (Cần chú ý)
2300,2023-09-03,YYC-SE,14,0.23,154.53,2023-09-03,2024-08-09,Calgary SE,True,16,1131.12,70.69,14,False,,4.81,145,16,1131.12,4,3,3,433,Loyal Customers (Trung thành)
2301,2019-03-26,YYC-NW,13,0.22,39.31,2019-03-26,2022-01-24,Calgary NW,True,76,7054.42,92.82,9,False,,4.33,1073,76,7054.42,1,5,5,155,At Risk (Nguy cơ rời bỏ)
2302,2023-09-09,YYC-DT,15,0.21,82.52,2023-09-09,2024-04-18,Calgary Downtown,True,20,803.94,40.2,12,False,,4.7,258,20,803.94,4,3,2,432,Loyal Customers (Trung thành)
2303,2021-09-08,YYC-NW,9,0.04,62.59,2021-09-08,2024-03-12,Calgary NW,False,24,2118.07,88.25,8,False,,3.32,295,24,2118.07,3,3,4,334,Loyal Customers (Trung thành)
2304,2024-04-01,YYC-NW,19,0.12,100.19,2024-04-01,2024-11-08,Calgary NW,False,11,564.84,51.35,18,False,,4.08,54,11,564.84,5,2,2,522,Potential Loyalists (Tiềm năng)
2305,2022-10-20,YYC-SE,15,0.45,126.17,2022-10-20,2023-04-29,Calgary SE,False,33,2148.8,65.12,15,False,,4.02,613,33,2148.8,2,4,4,244,At Risk (Nguy cơ rời bỏ)
2306,2023-11-01,YYC-DT,10,0.05,53.45,2023-11-01,2024-05-30,Calgary Downtown,False,10,606.94,60.69,11,False,,4.06,216,10,606.94,4,2,2,422,Potential Loyalists (Tiềm năng)
2307,2024-06-15,YYC-DT,18,0.24,333.55,2024-06-15,2024-11-01,Calgary Downtown,False,7,270.3,38.61,10,False,,4.62,61,7,270.3,5,1,1,511,Potential Loyalists (Tiềm năng)
2308,2024-03-27,YYC-DT,17,0.11,80.31,2024-03-27,2024-10-21,Calgary Downtown,True,13,733.01,56.39,12,False,,4.44,72,13,733.01,5,2,2,522,Potential Loyalists (Tiềm năng)
2309,2022-07-23,YYC-SE,11,0.11,70.54,2022-07-23,2023-04-06,Calgary SE,False,26,725.04,27.89,7,False,,3.38,636,26,725.04,2,3,2,232,At Risk (Nguy cơ rời bỏ)
2310,2020-12-07,YYC-NW,14,0.28,189.16,2020-12-07,2022-06-23,Calgary NW,False,46,1303.62,28.34,8,False,,3.78,923,46,1303.62,1,4,3,143,At Risk (Nguy cơ rời bỏ)
2311,2021-11-05,YYC-DT,8,0.24,165.51,2021-11-05,2024-08-05,Calgary Downtown,False,19,949.1,49.95,6,True,Website Issue,3.44,149,19,949.1,4,3,3,433,Loyal Customers (Trung thành)
2312,2019-02-01,ONLINE,14,0.34,226.56,2019-02-01,2024-03-04,Online,False,85,4143.3,48.74,16,False,,4.04,303,85,4143.3,3,5,5,355,Loyal Customers (Trung thành)
2313,2020-05-28,YYC-DT,10,0.16,73.08,2020-05-28,2024-06-06,Calgary Downtown,True,47,4314.75,91.8,11,False,,4.9,209,47,4314.75,4,4,5,445,Elite Shoppers (VVIP)
2314,2022-01-09,YYC-SE,19,0.19,137.08,2022-01-09,2024-04-28,Calgary SE,True,49,4549.04,92.84,19,False,,4.73,248,49,4549.04,4,5,5,455,Elite Shoppers (VVIP)
2315,2024-01-22,YYC-SE,3,0.4,127.91,2024-01-22,2024-12-06,Calgary SE,False,2,82.7,41.35,2,False,,3.77,26,2,82.7,5,1,1,511,Potential Loyalists (Tiềm năng)
2316,2021-03-12,ONLINE,3,0.33,165.67,2021-03-12,2024-07-19,Online,False,12,794.21,66.18,4,False,,4.3,166,12,794.21,4,2,2,422,Potential Loyalists (Tiềm năng)
2317,2023-04-20,YYC-NW,13,0.28,99.27,2023-04-20,2024-11-14,Calgary NW,False,16,412.32,25.77,14,False,,4.12,48,16,412.32,5,3,2,532,Loyal Customers (Trung thành)
2318,2022-06-17,YYC-SE,5,0.26,85.01,2022-06-17,2022-09-20,Calgary SE,False,10,379.48,37.95,4,False,,3.94,834,10,379.48,2,2,2,222,Need Attention (Cần chú ý)
2319,2021-08-06,YYC-NW,9,0.61,35.52,2021-08-06,2024-07-21,Calgary NW,False,25,1500.37,60.01,8,False,,3.72,164,25,1500.37,4,3,3,433,Loyal Customers (Trung thành)
2320,2021-06-08,YYC-NW,14,0.29,165.57,2021-06-08,2024-07-20,Calgary NW,False,45,3170.94,70.47,14,False,,4.49,165,45,3170.94,4,4,5,445,Elite Shoppers (VVIP)
2321,2024-08-13,YYC-NW,5,0.48,119.47,2024-08-13,2024-12-06,Calgary NW,False,1,57.34,57.34,3,False,,3.98,26,1,57.34,5,1,1,511,Potential Loyalists (Tiềm năng)
2322,2023-08-20,YYC-NW,13,0.17,133.08,2023-08-20,2023-11-18,Calgary NW,False,19,1719.27,90.49,11,True,Late Delivery,3.82,410,19,1719.27,3,3,4,334,Loyal Customers (Trung thành)
2323,2019-10-26,YYC-NW,4,0.16,92.63,2019-10-26,2024-08-28,Calgary NW,True,19,953.35,50.18,3,True,Billing Error,3.63,126,19,953.35,4,3,3,433,Loyal Customers (Trung thành)
2324,2021-05-19,YYC-DT,12,0.18,128.95,2021-05-19,2022-06-11,Calgary Downtown,False,30,2186.93,72.9,7,False,,4.17,935,30,2186.93,1,4,4,144,At Risk (Nguy cơ rời bỏ)
2325,2024-03-28,YYC-DT,8,0.3,67.87,2024-03-28,2024-11-22,Calgary Downtown,False,5,369.12,73.82,7,False,,3.47,40,5,369.12,5,1,1,511,Potential Loyalists (Tiềm năng)
2326,2022-07-14,YYC-NW,7,0.41,153.11,2022-07-14,2024-11-17,Calgary NW,False,13,390.23,30.02,6,True,Late Delivery,3.07,45,13,390.23,5,2,2,522,Potential Loyalists (Tiềm năng)
2327,2020-08-24,YYC-SE,8,0.31,97.37,2020-08-24,2023-03-20,Calgary SE,False,34,1055.21,31.04,4,False,,3.71,653,34,1055.21,2,4,3,243,At Risk (Nguy cơ rời bỏ)
2328,2021-09-19,YYC-NW,3,0.15,91.63,2021-09-19,2023-03-17,Calgary NW,False,8,324.04,40.51,2,False,,4.01,656,8,324.04,2,2,1,221,Need Attention (Cần chú ý)
2329,2019-01-07,YYC-NW,9,0.26,127.65,2019-01-07,2021-05-14,Calgary NW,False,43,3502.43,81.45,5,False,,3.56,1328,43,3502.43,1,4,5,145,At Risk (Nguy cơ rời bỏ)
2330,2021-02-02,YYC-SE,16,0.1,24.78,2021-02-02,2024-01-03,Calgary SE,False,61,3551.76,58.23,9,True,Website Issue,3.01,364,61,3551.76,3,5,5,355,Loyal Customers (Trung thành)
2331,2024-04-09,YYC-NW,16,0.11,295.92,2024-04-09,2024-09-23,Calgary NW,False,8,296.43,37.05,10,True,Billing Error,3.95,100,8,296.43,5,2,1,521,Potential Loyalists (Tiềm năng)
2332,2022-10-03,YYC-SE,11,0.44,81.24,2022-10-03,2024-12-22,Calgary SE,False,24,774.24,32.26,10,False,,3.78,10,24,774.24,5,3,2,532,Loyal Customers (Trung thành)
2333,2024-09-30,YYC-DT,7,0.11,106.76,2024-09-30,2024-10-01,Calgary Downtown,False,1,86.02,86.02,4,False,,3.78,92,1,86.02,5,1,1,511,Potential Loyalists (Tiềm năng)
2334,2020-12-23,YYC-DT,5,0.26,177.48,2020-12-23,2023-04-19,Calgary Downtown,False,18,1314.01,73.0,5,False,,4.29,623,18,1314.01,2,3,3,233,At Risk (Nguy cơ rời bỏ)
2335,2019-09-08,YYC-DT,4,0.24,246.62,2019-09-08,2022-12-02,Calgary Downtown,False,20,503.37,25.17,3,False,,4.13,761,20,503.37,2,3,2,232,At Risk (Nguy cơ rời bỏ)
2336,2022-02-03,YYC-SE,5,0.2,220.13,2022-02-03,2024-01-01,Calgary SE,False,12,1058.34,88.2,5,True,Damaged Book,3.74,366,12,1058.34,3,2,3,323,Need Attention (Cần chú ý)
2337,2024-06-24,ONLINE,3,0.29,226.42,2024-06-24,2024-12-20,Online,False,1,87.96,87.96,2,True,Billing Error,3.4,12,1,87.96,5,1,1,511,Potential Loyalists (Tiềm năng)
2338,2021-02-07,YYC-DT,10,0.15,264.86,2021-02-07,2024-01-28,Calgary Downtown,False,33,1416.43,42.92,12,True,Rude Staff,3.26,339,33,1416.43,3,4,3,343,Loyal Customers (Trung thành)
2339,2020-06-06,YYC-NW,11,0.36,144.62,2020-06-06,2024-07-07,Calgary NW,False,45,1881.99,41.82,11,False,,3.74,178,45,1881.99,4,4,4,444,Elite Shoppers (VVIP)
2340,2022-01-05,YYC-NW,8,0.16,214.71,2022-01-05,2023-04-08,Calgary NW,False,17,724.87,42.64,8,True,Website Issue,3.49,634,17,724.87,2,3,2,232,At Risk (Nguy cơ rời bỏ)
2341,2024-07-19,YYC-NW,10,0.69,297.59,2024-07-19,2024-11-23,Calgary NW,False,3,251.44,83.81,7,True,Website Issue,3.3,39,3,251.44,5,1,1,511,Potential Loyalists (Tiềm năng)
2342,2024-09-06,YYC-DT,11,0.41,161.88,2024-09-06,2024-12-23,Calgary Downtown,False,3,237.35,79.12,6,True,Website Issue,3.98,9,3,237.35,5,1,1,511,Potential Loyalists (Tiềm năng)
2343,2021-03-20,ONLINE,4,0.37,56.21,2021-03-20,2023-03-07,Online,False,12,479.03,39.92,3,False,,4.18,666,12,479.03,2,2,2,222,Need Attention (Cần chú ý)
2344,2021-07-12,YYC-SE,4,0.29,126.62,2021-07-12,2022-09-07,Calgary SE,True,15,1416.36,94.42,5,False,,4.48,847,15,1416.36,2,2,3,223,Need Attention (Cần chú ý)
2345,2023-11-27,YYC-NW,9,0.5,37.88,2023-11-27,2024-04-06,Calgary NW,False,10,761.32,76.13,9,True,Billing Error,3.39,270,10,761.32,3,2,2,322,Need Attention (Cần chú ý)
2346,2021-11-21,YYC-DT,15,0.4,50.98,2021-11-21,2024-04-25,Calgary Downtown,False,48,2380.95,49.6,11,False,,3.98,251,48,2380.95,4,5,4,454,Elite Shoppers (VVIP)
2347,2024-11-07,YYC-DT,13,0.09,34.92,2024-11-07,2024-04-01,Calgary Downtown,False,4,181.0,45.25,13,True,Rude Staff,4.01,275,4,181.0,3,1,1,311,Need Attention (Cần chú ý)
2348,2024-03-16,YYC-DT,4,0.36,134.14,2024-03-16,2024-09-26,Calgary Downtown,True,2,167.88,83.94,3,False,,5.0,97,2,167.88,5,1,1,511,Potential Loyalists (Tiềm năng)
2349,2021-03-23,YYC-NW,8,0.55,128.72,2021-03-23,2023-10-07,Calgary NW,False,21,1566.94,74.62,9,False,,4.04,452,21,1566.94,3,3,4,334,Loyal Customers (Trung thành)
2350,2022-05-22,YYC-SE,5,0.31,180.45,2022-05-22,2023-04-07,Calgary SE,False,9,827.65,91.96,5,False,,3.71,635,9,827.65,2,2,2,222,Need Attention (Cần chú ý)
2351,2022-08-07,YYC-DT,4,0.55,78.27,2022-08-07,2023-08-08,Calgary Downtown,True,7,574.02,82.0,4,False,,4.23,512,7,574.02,2,1,2,212,Need Attention (Cần chú ý)
2352,2021-03-24,YYC-SE,6,0.21,204.77,2021-03-24,2022-09-09,Calgary SE,False,17,473.03,27.83,4,True,Billing Error,2.64,845,17,473.03,2,3,2,232,At Risk (Nguy cơ rời bỏ)
2353,2019-06-11,YYC-NW,5,0.14,214.51,2019-06-11,2023-09-02,Calgary NW,False,19,707.68,37.25,6,False,,4.04,487,19,707.68,3,3,2,332,Loyal Customers (Trung thành)
2354,2019-08-03,YYC-NW,15,0.09,162.37,2019-08-03,2021-10-01,Calgary NW,False,79,6488.91,82.14,14,False,,4.12,1188,79,6488.91,1,5,5,155,At Risk (Nguy cơ rời bỏ)
2355,2024-04-02,YYC-DT,16,0.48,292.42,2024-04-02,2024-09-07,Calgary Downtown,False,11,1012.55,92.05,19,False,,4.13,116,11,1012.55,4,2,3,423,Potential Loyalists (Tiềm năng)
2356,2020-11-03,YYC-SE,12,0.16,50.09,2020-11-03,2024-04-29,Calgary SE,False,49,2203.64,44.97,7,True,Damaged Book,3.28,247,49,2203.64,4,5,4,454,Elite Shoppers (VVIP)
2357,2024-04-26,YYC-NW,3,0.16,95.14,2024-04-26,2024-09-16,Calgary NW,False,2,84.74,42.37,2,False,,4.08,107,2,84.74,5,1,1,511,Potential Loyalists (Tiềm năng)
2358,2019-03-08,YYC-NW,13,0.49,363.03,2019-03-08,2021-03-12,Calgary NW,True,61,3285.09,53.85,12,False,,4.52,1391,61,3285.09,1,5,5,155,At Risk (Nguy cơ rời bỏ)
2359,2024-12-12,YYC-DT,17,0.16,67.76,2024-12-12,2024-10-03,Calgary Downtown,False,4,348.97,87.24,18,True,Late Delivery,2.88,90,4,348.97,5,1,1,511,Potential Loyalists (Tiềm năng)
2360,2023-07-14,YYC-NW,12,0.24,107.72,2023-07-14,2024-11-27,Calgary NW,True,15,1008.61,67.24,8,False,,4.42,35,15,1008.61,5,2,3,523,Potential Loyalists (Tiềm năng)
2361,2021-03-10,ONLINE,10,0.47,306.62,2021-03-10,2024-02-25,Online,False,33,2819.62,85.44,8,False,,4.19,311,33,2819.62,3,4,5,345,Loyal Customers (Trung thành)
2362,2021-04-14,YYC-DT,15,0.4,111.91,2021-04-14,2021-09-13,Calgary Downtown,False,44,3958.5,89.97,14,False,,3.73,1206,44,3958.5,1,4,5,145,At Risk (Nguy cơ rời bỏ)
2363,2024-04-09,YYC-NW,18,0.31,108.4,2024-04-09,2024-07-28,Calgary NW,False,13,999.65,76.9,13,False,,3.6,157,13,999.65,4,2,3,423,Potential Loyalists (Tiềm năng)
2364,2022-06-25,YYC-NW,14,0.57,68.98,2022-06-25,2023-07-25,Calgary NW,False,32,2414.72,75.46,17,False,,4.27,526,32,2414.72,2,4,4,244,At Risk (Nguy cơ rời bỏ)
2365,2020-06-21,YYC-DT,15,0.43,23.64,2020-06-21,2024-08-18,Calgary Downtown,False,63,1842.06,29.24,10,False,,3.95,136,63,1842.06,4,5,4,454,Elite Shoppers (VVIP)
2366,2019-05-10,YYC-NW,10,0.29,115.14,2019-05-10,2024-10-20,Calgary NW,False,43,3308.31,76.94,7,False,,3.95,73,43,3308.31,5,4,5,545,Elite Shoppers (VVIP)
2367,2024-04-14,YYC-NW,16,0.44,114.92,2024-04-14,2024-09-14,Calgary NW,False,8,591.25,73.91,11,False,,4.25,109,8,591.25,4,2,2,422,Potential Loyalists (Tiềm năng)
2368,2023-05-04,YYC-DT,2,0.24,76.32,2023-05-04,2024-12-15,Calgary Downtown,False,2,126.8,63.4,1,True,Late Delivery,3.59,17,2,126.8,5,1,1,511,Potential Loyalists (Tiềm năng)
2369,2022-06-30,YYC-SE,9,0.15,40.37,2022-06-30,2024-11-27,Calgary SE,True,16,970.82,60.68,11,True,Rude Staff,4.3,35,16,970.82,5,3,3,533,Loyal Customers (Trung thành)
2370,2023-05-13,YYC-DT,6,0.36,296.33,2023-05-13,2024-01-15,Calgary Downtown,False,7,652.5,93.21,6,True,Billing Error,3.36,352,7,652.5,3,1,2,312,Need Attention (Cần chú ý)
2371,2020-12-03,YYC-DT,13,0.41,103.8,2020-12-03,2024-12-20,Calgary Downtown,False,37,1840.54,49.74,14,False,,3.83,12,37,1840.54,5,4,4,544,Elite Shoppers (VVIP)
2372,2022-02-16,YYC-DT,15,0.24,34.89,2022-02-16,2023-08-22,Calgary Downtown,False,31,2414.54,77.89,13,False,,3.9,498,31,2414.54,3,4,4,344,Loyal Customers (Trung thành)
2373,2024-06-25,YYC-DT,18,0.66,176.28,2024-06-25,2024-10-23,Calgary Downtown,True,9,472.12,52.46,13,False,,4.8,70,9,472.12,5,2,2,522,Potential Loyalists (Tiềm năng)
2374,2022-02-15,YYC-DT,8,0.19,22.54,2022-02-15,2024-02-29,Calgary Downtown,False,24,1857.59,77.4,6,False,,3.76,307,24,1857.59,3,3,4,334,Loyal Customers (Trung thành)
2375,2019-04-25,YYC-DT,8,0.19,31.31,2019-04-25,2024-05-27,Calgary Downtown,False,42,1660.08,39.53,7,False,,4.03,219,42,1660.08,4,4,4,444,Elite Shoppers (VVIP)
2376,2019-09-01,YYC-SE,9,0.06,173.95,2019-09-01,2022-03-28,Calgary SE,True,48,2164.45,45.09,6,False,,4.25,1010,48,2164.45,1,5,4,154,At Risk (Nguy cơ rời bỏ)
2377,2022-02-02,YYC-NW,16,0.09,131.28,2022-02-02,2023-09-13,Calgary NW,True,40,2337.88,58.45,13,False,,4.34,476,40,2337.88,3,4,4,344,Loyal Customers (Trung thành)
2378,2023-10-20,YYC-NW,9,0.19,173.1,2023-10-20,2024-09-01,Calgary NW,False,9,380.67,42.3,8,False,,4.01,122,9,380.67,4,2,2,422,Potential Loyalists (Tiềm năng)
2379,2021-06-15,YYC-DT,17,0.23,202.44,2021-06-15,2022-12-17,Calgary Downtown,False,43,3159.11,73.47,12,False,,3.89,746,43,3159.11,2,4,5,245,At Risk (Nguy cơ rời bỏ)
2380,2021-11-28,ONLINE,17,0.15,188.78,2021-11-28,2022-07-21,Online,True,51,2961.09,58.06,15,True,Damaged Book,3.72,895,51,2961.09,2,5,5,255,At Risk (Nguy cơ rời bỏ)
2381,2021-04-01,YYC-NW,11,0.2,112.79,2021-04-01,2022-02-03,Calgary NW,False,35,3045.64,87.02,10,False,,4.19,1063,35,3045.64,1,4,5,145,At Risk (Nguy cơ rời bỏ)
2382,2019-12-15,YYC-SE,18,0.24,159.09,2019-12-15,2020-11-20,Calgary SE,False,80,2664.37,33.3,21,False,,4.16,1503,80,2664.37,1,5,4,154,At Risk (Nguy cơ rời bỏ)
2383,2021-03-19,YYC-SE,18,0.2,39.06,2021-03-19,2023-05-17,Calgary SE,True,65,4673.65,71.9,11,False,,4.56,595,65,4673.65,2,5,5,255,At Risk (Nguy cơ rời bỏ)
2384,2019-05-21,YYC-DT,18,0.33,130.76,2019-05-21,2022-03-15,Calgary Downtown,True,106,5343.4,50.41,15,False,,4.55,1023,106,5343.4,1,5,5,155,At Risk (Nguy cơ rời bỏ)
2385,2020-12-10,YYC-DT,16,0.29,123.72,2020-12-10,2023-04-26,Calgary Downtown,False,59,1786.08,30.27,15,False,,3.79,616,59,1786.08,2,5,4,254,At Risk (Nguy cơ rời bỏ)
2386,2022-09-28,YYC-DT,16,0.23,167.08,2022-09-28,2023-10-04,Calgary Downtown,False,27,2431.69,90.06,13,True,Billing Error,3.66,455,27,2431.69,3,3,4,334,Loyal Customers (Trung thành)
2387,2021-02-10,YYC-DT,18,0.25,69.12,2021-02-10,2024-05-14,Calgary Downtown,True,68,3585.28,52.72,16,False,,4.18,232,68,3585.28,4,5,5,455,Elite Shoppers (VVIP)
2388,2021-06-10,YYC-DT,18,0.04,195.08,2021-06-10,2023-05-22,Calgary Downtown,True,56,2481.58,44.31,17,False,,4.01,590,56,2481.58,2,5,4,254,At Risk (Nguy cơ rời bỏ)
2389,2019-04-30,ONLINE,6,0.25,269.13,2019-04-30,2024-08-04,Online,False,28,895.34,31.98,4,False,,3.94,150,28,895.34,4,3,3,433,Loyal Customers (Trung thành)
2390,2022-10-04,YYC-SE,2,0.08,249.61,2022-10-04,2023-10-15,Calgary SE,False,3,221.13,73.71,2,False,,3.87,444,3,221.13,3,1,1,311,Need Attention (Cần chú ý)
2391,2021-03-20,YYC-DT,8,0.57,88.6,2021-03-20,2022-10-21,Calgary Downtown,False,29,1006.68,34.71,8,False,,3.94,803,29,1006.68,2,4,3,243,At Risk (Nguy cơ rời bỏ)
2392,2023-05-02,YYC-NW,10,0.18,294.69,2023-05-02,2023-12-23,Calgary NW,False,15,847.51,56.5,8,True,Rude Staff,3.85,375,15,847.51,3,2,2,322,Need Attention (Cần chú ý)
2393,2023-12-21,YYC-NW,2,0.5,153.51,2023-12-21,2024-06-20,Calgary NW,False,1,90.93,90.93,1,False,,4.0,195,1,90.93,4,1,1,411,Potential Loyalists (Tiềm năng)
2394,2019-08-31,YYC-NW,8,0.18,117.38,2019-08-31,2020-07-22,Calgary NW,True,43,2138.51,49.73,8,False,,4.52,1624,43,2138.51,1,4,4,144,At Risk (Nguy cơ rời bỏ)
2395,2021-10-06,YYC-DT,4,0.67,188.38,2021-10-06,2024-10-29,Calgary Downtown,False,12,586.46,48.87,4,False,,4.18,64,12,586.46,5,2,2,522,Potential Loyalists (Tiềm năng)
2396,2021-07-10,YYC-SE,4,0.2,170.38,2021-07-10,2024-02-14,Calgary SE,False,10,655.66,65.57,3,False,,4.12,322,10,655.66,3,2,2,322,Need Attention (Cần chú ý)
2397,2019-11-12,YYC-DT,7,0.12,325.4,2019-11-12,2021-12-21,Calgary Downtown,True,27,1748.32,64.75,5,False,,4.53,1107,27,1748.32,1,3,4,134,At Risk (Nguy cơ rời bỏ)
2398,2023-03-24,YYC-DT,19,0.12,143.34,2023-03-24,2024-05-15,Calgary Downtown,False,36,1390.25,38.62,12,False,,3.85,231,36,1390.25,4,4,3,443,Loyal Customers (Trung thành)
2399,2021-02-07,YYC-NW,12,0.48,41.72,2021-02-07,2023-01-07,Calgary NW,False,43,2670.32,62.1,11,False,,4.03,725,43,2670.32,2,4,4,244,At Risk (Nguy cơ rời bỏ)
